"publisherid","name"
1151,"Chicken House Ltd"
1152,"Berkley"
1153,"Gramercy Books"
1154,"Harper Perennial Modern Classics"
1155,"Hippocrene Books"
1156,"Between the Lines Publishing"
1157,"HarperTorch"
1158,""
1159,"دار الشروق"
1160,"St. Martin's Press"
1161,"St. Martin's Griffin"
1162,"Atria Books"
1163,"Tor Fantasy"
1164,"Picador USA"
1165,"Simon Pulse"
1166,"Random House"
1167,"Ballantine Del Rey"
1168,"Ace Books"
1169,"Dial Books"
1170,"Spectra"
1171,"Gramercy Books"
1172,"Penguin Classics"
1173,""
1174,"McSweeney's"
1175,"Anchor"
1176,"Ace"
1177,"Back Bay Books"
1178,"Knopf Books for Young Readers"
1179,"Penguin Books"
1180,"Orion"
1181,"Signet Classics"
1182,"Hodder & Stoughton"
1183,"Atria Books"
1184,"HarperTeen"
1185,"Arthur A. Levine Books"
1186,"Atheneum Books for Young Readers"
1187,"Viking Adult"
1188,"Createspace Independent Publishing Platform"
1189,"Bantam Books"
1190,"Berkley Books"
1191,"Open Road Media"
1192,"Vintage Classics"
1193,"Deborah LeBlanc"
1194,"Chicken House"
1195,"Hyperion Books"
1196,"HarperCollins"
1197,"Amulet Books"
1198,"Free Press"
1199,"HarperTeen"
1200,"Atheneum Books for Young Readers"
1201,"Vintage"
1202,"Little, Brown and Company"
1203,"Hachette Books"
1204,"Penguin Classics"
1205,"Aladdin Paperbacks"
1206,"Scholastic Press"
1207,"Harcourt"
1208,"Viking Books for Young Readers"
1209,"St. Martin's Paperbacks"
1210,"Del Rey"
1211,"Margaret K. McElderry Books"
1212,"Penguin Books"
1213,"BookBaby"
1214,"Sarah Crichton Books"
1215,"Tor Books"
1216,"Eos"
1217,"Harlequin Teen"
1218,"Harper Perennial"
1219,"Random House"
1220,""
1221,"Ecco"
1222,"NAL Jam"
1223,"Little, Brown Books for Young Readers"
1224,"Createspace"
1225,"Eio Books"
1226,"New Directions"
1227,"Margaret K. McElderry Books"
1228,"Penguin Berkley"
1229,"Tor Books"
1230,"Vintage"
1231,"Tor Books"
1232,"Bloomsbury"
1233,"Eos"
1234,"Simon Schuster Books for Young Readers"
1235,"Scholastic Press"
1236,"Little, Brown Books for Young Readers"
1237,"Vermilion"
1238,"Voyager"
1239,"Atria Books"
1240,"Grove Press"
1241,"HMH Books for Young Readers"
1242,"Disney ● Hyperion Books"
1243,"Anchor"
1244,"Oxford University Press"
1245,"HarperCollins"
1246,"Dell Publishing Company"
1247,"Harcourt Brace Jovanovich"
1248,"William Morrow and Co., Inc."
1249,"Smashwords"
1250,"Quirk Books"
1251,"Simon Pulse"
1252,"St. Martin's Griffin"
1253,"G.P. Putnam’s Sons"
1254,"Orbit"
1255,"Penguin Books Ltd"
1256,"Little, Brown and Company"
1257,"Vintage Classics"
1258,"Tom Doherty Tor Fantasy"
1259,"Tate Publishing & Enterprises"
1260,"HarperVoyager"
1261,"Jove"
1262,"Farrar, Straus and Giroux"
1263,"Tyndale House Publishers"
1264,"Vintage Books"
1265,"Signet Book"
1266,"Harlequin TEEN"
1267,"Amazon"
1268,"Random House Trade Paperbacks"
1269,"Fawcett"
1270,"Candlewick Press"
1271,"Corgi"
1272,"Dover Publications"
1273,"The Noonday Press / Farrar, Straus Giroux"
1274,""
1275,"Berkley"
1276,"No Exit Press"
1277,"Voyager Classics / Harper Collins"
1278,"New World Library"
1279,"Vintage"
1280,"Amazon Media EU S.à r.l."
1281,"Dalkey Archive Press"
1282,""
1283,"Signet Book"
1284,"HarperCollins"
1285,"Amazon Digital Services, Inc."
1286,"Harper Perennial Modern Classics"
1287,"Bantam"
1288,"Crown Publishing Group/Random House, Inc."
1289,"Between the Lines Publishing"
1290,"Thomas Nelson"
1291,"Vintage"
1292,"Knopf Books for Young Readers"
1293,"Atheneum Books for Young Readers"
1294,"Vintage"
1295,"Speak"
1296,"Penguin Classics"
1297,"Picador USA"
1298,"Knopf"
1299,"Vertigo"
1300,"Knopf Publishing Group"
1301,"Scholastic, Inc."
1302,"Ballantine Books (NY)"
1303,"William Morrow Paperbacks"
1304,"iUniverse"
1305,""
1306,"Signet Classics"
1307,"Carroll & Graf Publishers"
1308,"Candlewick"
1309,"Corgi Childrens"
1310,"Dell Publishing Company"
1311,"Riverhead Hardcover"
1312,"Atria Books"
1313,"Oxford University Press"
1314,"Atria"
1315,"Random House Vintage Books"
1316,"Scholastic"
1317,"Dial Press Trade Paperback"
1318,"Omnific Publishing"
1319,"Bigfoot Publications Pvt. Ltd."
1320,"W. W. Norton Company"
1321,"Penguin Classics"
1322,"Createspace"
1323,"Viking Adult"
1324,"Scholastic"
1325,"Pocket Books"
1326,"Waking Lion Press"
1327,"Dutton Books for Young Readers"
1328,"Ace"
1329,""
1330,"Orbit"
1331,""
1332,"Ace"
1333,"Little, Brown"
1334,"Viking Books"
1335,"Mulholland Books / Little, Brown and Company"
1336,"Candlewick"
1337,"Applewood Books"
1338,"Hyperion"
1339,"Orbit"
1340,"HarperTeen"
1341,"Anchor"
1342,"Ecco"
1343,"HarperCollins Publishers"
1344,"W. W. Norton Company"
1345,"Orbit"
1346,"HarperTeen"
1347,"Spectra"
1348,"Hyperion Book CH"
1349,"Time Warner Paperbacks"
1350,"Penguin Books"
1351,"Tor Books"
1352,"Random House"
1353,"Line 8"
1354,"Jimmy Patterson"
1355,"Dutton Books"
1356,"Aladdin Paperbacks"
1357,"Authorhouse"
1358,"Berkley Books"
1359,"Grand Central Publishing"
1360,"Avon-Eos"
1361,"jimmy patterson"
1362,"NAL"
1363,"Harper Perennial"
1364,"Aladdin"
1365,"Penguin Books"
1366,"CJ Roberts"
1367,"HarperTeen"
1368,"Vintage"
1369,"Harper Voyager"
1370,"Orbit"
1371,"Grand Central Publishing"
1372,"Scribner"
1373,"Berkley Sensation"
1374,"Riverhead Books"
1375,"Ballantine Books"
1376,"Simon & Schuster"
1377,"Penguin Books Limited"
1378,"Mariner Books"
1379,"Atria/Emily Bestler Books"
1380,"Random House Books for Young Readers"
1381,"Ballantine Books"
1382,"Penguin Books"
1383,"Harper Collins Publisher"
1384,"HarperTrophy"
1385,"Orion Books"
1386,"Createspace Independent Publishing Platform"
1387,"Penguin Books"
1388,"Signet"
1389,"Penguin"
1390,"Dramatist's Play Service"
1391,"Simon Schuster"
1392,"Razorbill"
1393,"LGF"
1394,"Modern Library"
1395,"Modern Library Classics"
1396,"Debolsillo"
1397,"Kensington"
1398,"Grove Press"
1399,"Farrar, Straus & Giroux"
1400,"Bantam Spectra"
1401,"Simon Schuster"
1402,"Delacorte Books for Young Readers"
1403,"Penguin"
1404,"Back Bay Books"
1405,"BMG/ Akula Media Group"
1406,"Pocket"
1407,"Back Bay Books"
1408,"Independently Published"
1409,"New American Library"
1410,"Knopf"
1411,"Christopher Matthews Publishing"
1412,"Random House, Inc."
1413,"Ballantine Books"
1414,"Dover Publications"
1415,"Signet"
1416,"Karen Prince"
1417,"St. Martin's Griffin"
1418,"Bloomsbury YA"
1419,"Little, Brown Young Readers"
1420,"HarperTeen"
1421,"Simon Pulse"
1422,"Bantam Books"
1423,"Zondervan Publishing Company"
1424,"Vintage"
1425,"Hyperion Books"
1426,"Little, Brown and Company"
1427,"Scribner"
1428,"Ballantine Books"
1429,"Random House Audio"
1430,"Vintage"
1431,"Balboa Press"
1432,"Flatiron Books"
1433,"دار الشروق"
1434,"HarperTeen"
1435,"HarperCollins Publishers"
1436,"Roc"
1437,"Farrar, Straus and Giroux"
1438,"Reagan Arthur Books"
1439,"HarperTeen"
1440,"Harpercollins Childrens Books"
1441,"RosettaBooks"
1442,"Signet Book"
1443,"Dell"
1444,"St. Martin's Press"
1445,"Little, Brown and Company"
1446,"Ecco"
1447,"Ace"
1448,"Pantheon"
1449,"Harlequin"
1450,"St. Martin's Griffin"
1451,"Random House Trade"
1452,"Knopf"
1453,"Fernweh Books"
1454,"Simon & Schuster; Media Tie-In edition"
1455,"Del Rey"
1456,"Mariner Books"
1457,"Intermix (Penguin Group (USA) LLC)"
1458,"Penguin"
1459,"Signet"
1460,"Disney"
1461,"Mariner Books"
1462,"Chicago Review Press"
1463,"HarperCollins"
1464,"Augustine Press"
1465,"Harper Perennial"
1466,"Alfred A. Knopf"
1467,"Ace Books"
1468,"Dover Publications"
1469,"Simon & Schuster"
1470,"Orbit"
1471,"Scribner"
1472,"Little Brown/Poppy"
1473,"Pamela Dorman Books / Viking"
1474,"Disney-Hyperion Books"
1475,"David Fickling Books"
1476,"Harper Perennial"
1477,"New American Library"
1478,"HarperCollins Children's Books"
1479,"Eos"
1480,"Signet"
1481,"Amazon Digital Services"
1482,"Delacorte Press"
1483,"Bandura Books"
1484,""
1485,""
1486,"Harper Perennial Classics"
1487,"Scribner / Simon & Schuster"
1488,"Beacon Press"
1489,"Random House"
1490,"Oxford University Press, USA"
1491,"Simon Schuster Books for Young Readers"
1492,"St. Martin's Griffin"
1493,"Le Livre de Poche"
1494,"Time Warner Books UK"
1495,"Vintage"
1496,"Arena Verlag"
1497,"Modern Library"
1498,"The Penguin Group"
1499,"Roc"
1500,"Disney-Hyperion"
1501,"Dover Publications"
1502,"Gallery Books"
1503,"HarperCollins"
1504,"Skyscape"
1505,"Margaret K. McElderry Books"
1506,"Dell"
1507,"University of Chicago Press"
1508,"HarperCollins"
1509,"Penguin"
1510,"Mulholland Books"
1511,"Ace Books"
1512,"Vintage International"
1513,"Describe Write"
1514,"Knopf"
1515,"Ember"
1516,"Gollancz"
1517,"Doubleday Nan A. Talese"
1518,"Harper Paperbacks"
1519,"Penguin Classics"
1520,""
1521,"Dell"
1522,"Anchor"
1523,"Pearson Longman"
1524,"Gollancz"
1525,"HarperCollins"
1526,"دار الشروق"
1527,"Anagrama"
1528,"Del Rey"
1529,"Begginner Books"
1530,"Vintage"
1531,"Little, Brown Book Group"
1532,"Mariner Books"
1533,"Greenwillow Books"
1534,"W. W. Norton & Company"
1535,"Deodand"
1536,"G.P. Putnam’s Sons Books for Young Readers"
1537,"Bloomsbury Children’s Books"
1538,"Simon Schuster"
1539,"Outskirts Press"
1540,"St. Martin's Griffin"
1541,"Viking"
1542,"VIZ Media LLC"
1543,"Yale University Press"
1544,"Smashwords"
1545,"Dover Publications, Inc."
1546,"Pocket Books"
1547,"Egmont Press"
1548,"Hyperion/Miramax"
1549,"Speak"
1550,"Berkley Books"
1551,"Random House Trade Paperbacks"
1552,"Broad Reach Publishing"
1553,"Ember"
1554,"Gingersnap Press"
1555,"Bantam"
1556,"Tate Publishing & Enterprises"
1557,"Vintage"
1558,"Bowen Press"
1559,"Picador"
1560,"Penguin Classics"
1561,"Scribner"
1562,"Dial Books For Young Readers"
1563,"Houghton Mifflin"
1564,"St. Martin's Griffin"
1565,"HarperCollins"
1566,"Sphere"
1567,"Little, Brown Books for Young Readers"
1568,"نشر داستان"
1569,"Viking Children's Books"
1570,"Oxford University Press, USA"
1571,"HarperCollins Publishers"
1572,"Corgi"
1573,"Farrar, Straus and Giroux"
1574,"HarperTorch"
1575,"Jonathan Cape"
1576,"Penguin Books"
1577,"Vintage"
1578,"Entangled Teen"
1579,"HarperVoyager"
1580,"St. Martin's Griffin"
1581,"Bloomsbury USA Childrens"
1582,"Little, Brown Books for Young Readers"
1583,"Random House"
1584,"Penguin"
1585,"Fawcett Crest"
1586,"Ballantine Books"
1587,"Dancing Twiga Press"
1588,"Harper Perennial Modern Classics"
1589,"Spencer Hill Press"
1590,""
1591,"Pocket Books / Simon & Schuster, Inc."
1592,"St. Martin's Press"
1593,"Modern Library"
1594,"Dial Press"
1595,"Henry Holt"
1596,"Authorhouse"
1597,"Liminal Books"
1598,"Avon Books"
1599,"Disney-Hyperion Books"
1600,"Everyman's Library"
1601,"Scholastic, Inc."
1602,""
1603,"Margaret K. McElderry Books"
1604,"De Fallois"
1605,"Bantam"
1606,"Spencer Hill Press"
1607,"Twelve"
1608,"Scribner"
1609,"Amulet Books"
1610,"Talion Publishing"
1611,"Atria Books"
1612,"Oxford University Press, USA"
1613,"Simon Pulse"
1614,"Atria Books"
1615,"Rumble Lit Press"
1616,"Dell Laurel-Leaf"
1617,"Crown"
1618,"HarperCollins Publishers"
1619,"Modern Library"
1620,"Farrar Straus Giroux"
1621,"Tor Books"
1622,"Penguin Books Limited"
1623,"Owl Books (Henry Holt)"
1624,"Musa"
1625,"G.P. Putnam's Sons Books for Young Readers"
1626,"Bantam"
1627,"WIld Child Publishing"
1628,"Gallery Books"
1629,"Random House"
1630,"Tor"
1631,"Scholastic, Inc."
1632,"Viking Australia"
1633,"Penguin Classics"
1634,"Gallery Books"
1635,"Delacorte Press"
1636,"Avon"
1637,"Simon & Schuster"
1638,"Viking Books for Young Readers"
1639,"Penguin Books"
1640,"Grove Press"
1641,"HarperCollins"
1642,"Scribner"
1643,"900647"
1644,"Houghton Mifflin"
1645,"Vintage"
1646,"Modern Library"
1647,"Signet Classics"
1648,"Walker Books Ltd"
1649,"Bantam Books"
1650,"Pan"
1651,"Delta"
1652,"Speak"
1653,"Simon Pulse"
1654,"Greenwillow Books"
1655,"Self-published"
1656,"Philomel Books"
1657,"Vintage Crime/Black Lizard"
1658,"Atria Books"
1659,"Atheneum Books for Young Readers"
1660,"Simon Schuster Books for Young Readers"
1661,"Shadow Mountain"
1662,"Miramax Books"
1663,"Spectra Books"
1664,"Voyager"
1665,"Penguin Classics"
1666,"Berkley Sensation"
1667,"Hodder & Stoughton"
1668,"Firebird"
1669,"Signet"
1670,"Little, Brown and Company"
1671,"Delacorte Press"
1672,""
1673,"America Star Books"
1674,"Pocket Books"
1675,"Penguin"
1676,"iUniverse.com"
1677,"Tor Books"
1678,"Tor Books"
1679,"Harper Perennial Modern Classics"
1680,"Zatpix"
1681,"HarperOne"
1682,""
1683,"Tor Books"
1684,"Vintage"
1685,"Lulu.com"
1686,"Bantam"
1687,"DAW"
1688,"Tor Books"
1689,"LR Publishing"
1690,"Verbo"
1691,"Simon & Schuster Inc"
1692,"Simon Pulse"
1693,"Del Rey"
1694,"Grand Central Publishing"
1695,"Oxford University Press"
1696,"Atria Books"
1697,"Black Swan"
1698,"Houghton Mifflin Harcourt"
1699,"Scholastic Press"
1700,"Vintage Contemporaries"
1701,"Orbit"
1702,"HarperCollins Publishers"
1703,"الدار العربية للعلوم ناشرون"
1704,"Penguin"
1705,"Simon & Schuster"
1706,"Gallery Books"
1707,""
1708,"Collins"
1709,"Grove Press"
1710,"Tate Publishing"
1711,"Simon & Schuster Books for Young Readers"
1712,"Purple House Press"
1713,"Book Guild Limited"
1714,"Grand Central Publishing"
1715,"Little, Brown Books for Young Readers"
1716,"Atlantic Monthly Press"
1717,"Harper Perennial"
1718,"Penguin Books"
1719,"Arrow"
1720,"Broadview Press Inc"
1721,"Orbit"
1722,"Ballantine Books"
1723,"Simon & Schuster"
1724,"Kiss Me Publications"
1725,"Knopf"
1726,"Puffin Books"
1727,"Bloomsbury Children's Books"
1728,"Vintage"
1729,"Katherine Tegen Books"
1730,"Pocket Star"
1731,"HarperCollins Publishers"
1732,"Liminal Books (Between the Lines Publishing)"
1733,"Anchor Books"
1734,"Harper"
1735,"Ballantine Books"
1736,"Skinny Leopard Media"
1737,"Booket"
1738,"Washington Square Press"
1739,"Avon Books"
1740,"TokyoPop Inc"
1741,"Harper Perennial"
1742,"Signet"
1743,"Celadon Books"
1744,"Bantam"
1745,"Signet Classics"
1746,"Island"
1747,"Harper & Row"
1748,"Dutton Books for Young Readers"
1749,"St. Martin's Press"
1750,"Orbit"
1751,"Harper Collins Ltd"
1752,"Planeta"
1753,"Penguin Books"
1754,"Lentera Dipantara"
1755,"Ace"
1756,"Arena"
1757,"Disney Hyperion"
1758,"Picador USA"
1759,"Harper Perennial Modern Classics"
1760,"Gollancz"
1761,"Arrow"
1762,""
1763,"Vintage"
1764,"Penguin Classics"
1765,"HarperTorch"
1766,"self"
1767,"Neurotica Books"
1768,"Jove"
1769,"Penguin Books"
1770,"St. Martin's Griffin"
1771,""
1772,"Vintage Books USA"
1773,"Candlewick Press"
1774,"Dial"
1775,"W. W. Norton Company"
1776,"HarperTeen"
1777,"Random House Books for Young Readers"
1778,"Beau Coup Publishing llc"
1779,"HarperCollins"
1780,"Avon Books"
1781,"Flux"
1782,"Anagrama"
1783,"St. Martin's Press"
1784,"Harper Perennial"
1785,"Random House Books for Young Readers"
1786,"Penguin Classics"
1787,""
1788,"Little, Brown Books for Young Readers"
1789,"Avon Books"
1790,"HarperCollins Publishers"
1791,"Dalkey Archive Press"
1792,"Hodder Children's Books"
1793,"HarperCollins Perennial"
1794,"Berkley"
1795,"Inner Light Publishers"
1796,"Hartorch"
1797,"DC Comics"
1798,"Atria Books"
1799,"Simon & Schuster Books for Young Readers"
1800,"Avon"
1801,"Dial Books"
1802,"Luna Books"
1803,""
1804,"Penguin Random House"
1805,"دار الشروق"
1806,"Pocket Books"
1807,"Bantam"
1808,"Grand Central Publishing"
1809,"Simon & Schuster"
1810,"Marion Boyars"
1811,"Penguin Classics"
1812,"Little, Brown Young Readers"
1813,"Thomas & Mercer"
1814,"HarperCollins Publishers"
1815,"Speak"
1816,"Linda Watkins"
1817,"Faber and Faber"
1818,"Aladdin"
1819,"Public Domain Books"
1820,"Back Bay Books"
1821,"W. W. Norton Company"
1822,"Blue Triangle Press"
1823,"Amber-Allen Publishing"
1824,"Anchor Books"
1825,""
1826,"Harper"
1827,"Createspace Independent Publishing Platform"
1828,"Square Fish"
1829,"Lulu.com"
1830,"Augustine Press"
1831,"Back Bay Books"
1832,"Vintage Books"
1833,"Berkley Books"
1834,"Little, Brown Books for Young Readers"
1835,"William Morrow"
1836,"Washington Square Press"
1837,"Puffin"
1838,"Simon Pulse"
1839,"Tor Books"
1840,"Bantam Spectra"
1841,"Harper"
1842,"Harlequin Teen"
1843,"Dutton"
1844,""
1845,"St. Martin's Press"
1846,"W. W. Norton Company"
1847,"Vintage"
1848,"Oxford University Press"
1849,"HarperOne"
1850,"Ember"
1851,"Sterling Publishing"
1852,"Harmony"
1853,"HarperCollins Publishers"
1854,"Bantam"
1855,"Avon"
1856,"Tor Teen"
1857,"Corgi"
1858,"Signet"
1859,"Ivy Books"
1860,"Edebe"
1861,"Ecco"
1862,"Razorbill"
1863,"HMH Books for Young Readers"
1864,"Andrews McMeel Publishing"
1865,"Faber Faber Inc"
1866,"Ballantine Books"
1867,"William Morrow"
1868,"Tor Books"
1869,"W. W. Norton & Company"
1870,"Disney/Hyperion"
1871,"The Dial Press"
1872,"Delacorte Press"
1873,"Lake Union Publishing"
1874,"HarperTorch"
1875,"Farrar Straus & Giroux"
1876,"Bookcraft Pubs"
1877,"Alfred A. Knopf, Inc."
1878,"Vintage"
1879,"Hyperion Book CH"
1880,"Berkley"
1881,"Pageturners"
1882,"Penguin Books"
1883,"Forever"
1884,"Finch Hill Publishing Inc."
1885,""
1886,"Mariner Books"
1887,"Grand Central Publishing"
1888,"Ballantine Books"
1889,"Vintage"
1890,"HarperCollins"
1891,"Delacorte Press"
1892,"Dutton"
1893,"Spectra"
1894,"Scholastic Press"
1895,"Philomel Books"
1896,"Beacon Press"
1897,"HarperCollins / Katherine Tegen Books"
1898,"Dancing Twiga Press"
1899,"Berkley"
1900,"Mira"
1901,"Riverhead Books"
1902,"Feiwel & Friends"
1903,"Amazon Independent Publishing"
1904,"Knopf"
1905,"NAL"
1906,"Orion Publishing Group"
1907,"Bunim & Bannigan Ltd"
1908,"Melville House"
1909,"Modern Library"
1910,"Ballantine Books"
1911,"Tom Doherty Associates TOR Fantasy"
1912,"Hyperion Books for Children"
1913,""
1914,"Farrar, Straus and Giroux"
1915,"Katherine Tegen Books"
1916,"Ecco"
1917,"Orbit"
1918,"Scribner"
1919,"HarperTorch"
1920,"Vintage"
1921,"Vintage"
1922,"William Morrow"
1923,"Tor Books"
1924,"Berkley Books"
1925,"مسكيلياني للنشر والتوزيع"
1926,"Ballantine Books"
1927,"Smashwords"
1928,"HarperCollins"
1929,"William Morrow Paperbacks"
1930,"Atria Books"
1931,"Simon Schuster"
1932,"Delacorte Books for Young Readers"
1933,"Vintage"
1934,"Bloomsbury USA"
1935,"Bantam"
1936,"Scribner Book Company"
1937,"Faber Faber"
1938,"Robert Laffont"
1939,"Free Press"
1940,"Modern Library"
1941,"Bantam"
1942,""
1943,"Razorbill"
1944,"Canongate Books"
1945,"Little, Brown & Company"
1946,"Pocket Books"
1947,"Hekate Publishing"
1948,"Ember"
1949,"HarperPrism"
1950,"Delacorte Press"
1951,"Portfolio Penguin"
1952,"Orbit"
1953,"Fawcett Crest"
1954,"Ballantine Books"
1955,"HarperCollins"
1956,"Oxford University Press"
1957,"HarperCollins"
1958,"Collins"
1959,"Vintage"
1960,"Random House"
1961,"St. Martin's Press"
1962,"Grand Central Publishing"
1963,"Random House"
1964,"Knockabout Comics"
1965,"Penguin Books"
1966,"HarperCollins"
1967,"Hyperion Book CH"
1968,"HarperTorch"
1969,"Gollancz"
1970,"Grand Central Publishing"
1971,"Berkley"
1972,"Shadow Mountain"
1973,"Tor Books"
1974,"Scribner"
1975,"Signet Classics"
1976,"Grand Central Publishing"
1977,"Knopf Books for Young Readers"
1978,"Wizards of the Coast"
1979,"Wizards of the Coast"
1980,"Alfred A. Knopf"
1981,"Poppy/Little Brown"
1982,"Little, Brown and Company"
1983,"Tor Fantasy"
1984,"The Dial Press"
1985,"Yapı Kredi Yayınları"
1986,"Shadow Mountain"
1987,"Reagan Arthur Books"
1988,"Orbit"
1989,"Arrow books"
1990,"St. Martin's Paperbacks"
1991,"Pocket Books"
1992,"Katherine Tegen, Harper Collins"
1993,"Atria"
1994,"Simon Pulse"
1995,"Westland"
1996,"Arrow"
1997,"Henry Holt and Company"
1998,"TarcherPerigee"
1999,"Wendy Lamb Books"
2000,"Little, Brown Books for Young Readers"
2001,"Viking"
2002,"Signet"
2003,"Seuil"
2004,"HarperCollins"
2005,"Harry N. Abrams"
2006,"Vintage Books"
2007,"iUniverse"
2008,"W.W. Norton & Company"
2009,"Nan A. Talese"
